Id_accidentalidad;seq_fecha;franja_horaria;r-franja;seq_tipo_accidente;seq_afectación;seq_tipo_servicio;seq_empresa_operadora;concesion;linea;ruta;coordenada_X;coordenada_Y;desp_suceso;num_lesionados _valorados;num_lesionados _trasladados;num_víctimas_fatales;gravedad_afectados;conciliación;placa;inmovilizado;sentido
203928;16;18 - 19;16:00 - 19:59;2;3;3;7;5;[640] T163;[3005] T163_VTA_NS_V4;608186;523427;"Tabla: 19/ Viaje: 4/Detalle: Operador reporta que a un particular lo cierra un camion y al esquivar golpea el zonal/ Conclusión: no hay lesionados, tercero se da a la fuga, zonal se va para patio/  Reportado a: Aura Agudelo Tecnico supervisor TM S A 
";0;0;0;5;No;WMN434;No;Norte-Sur
203934;16;19 - 20;16:00 - 19:59;2;3;3;7;5;[240] 910;[2471] 910_IDA_V3;594812;508293;Tabla: 12/ Viaje: 9/ el operador informa que en su recorrido un camión de Postobon al intentar sobrepasarlo lo cierra y alcanza a colisionar contra el móvil por la parte derecha, no se presenta lesionados/ Asiste al punto: Andres Duran - Técnico de seguridad vial/ Reportado a: Gloria Chartano Tecnico supervisor TM S A/ Conclusión: el terrcero se da a la fuga, operador se desplaza con el móvil para patio Tierra Buena ;0;0;0;5;No;TUO716;No;Norte-Sur
203938;16;19 - 20;16:00 - 19:59;2;3;1;7;5;[649] 8-10 MUNDOAV;[1713] 8-10_V2;596116;510721;"Tabla: 1/ Viaje: 31/ Detalle: Operador reporta un particular choca al zonal en la parte trasera, tercero se baja del automovil y con una piedra le rompe el espejo, quedando con la luna, Conclusión: no hay lesionados, zonal continua recorrido,tercero se da a la fuga/ Asiste al punto: No requeire asistencia/ Reportado a: Aura Agudelo Tecnico supervisor TM S A 
";0;0;0;5;No;VFB582;No;Sur-Norte
204011;17;12 - 13;12:00 - 15:59;2;3;3;7;5;[159] Z12;[3022] R_Z12_NORMAL_V5;589221;511670;Tabla: 3/ Viaje: 5/ operador reporta: El conductor de un camión, no guarda distancia de seguridad e impacta el zonal  No hay lesionados, se solicita asistencia al punto  Posteriormente el tercero le entrega dinero al operador y abandona el lugar sin suministrar datos  El operador se dirige a patio San Bernardino por sus medios con el zonal  Reportado a: Anyela LÓPEZ Tecnico supervisor TM S A/ ;0;0;0;5;Sí;WDE091;No;Occi-Orien
204014;17;12 - 13;12:00 - 15:59;4;3;3;7;5;[640] T163;[3004] T163_IDA_SN_V4;593418;508062;Tabla: 12/ Viaje: 5/ El operador informa que un colectivo se Soacha lo choca por el costado derecho del móvil, no se presenta lesionados/ Asiste al punto: Aseguradora/ Reportado a: Anyela López Tecnico supervisor TM S A/ Conclusión: se realiza contrato de transacción, operador se desplaza con el móvil para patio Bosa Centro ;0;0;0;5;Sí;WMN342;No;Occi-Orien
202026;1;10 - 11;08:00 - 11:59;2;3;3;1;6;[771] T14-7;[3194] T14-7_HABITUAL_15.05.18;600626;505661;"Operador reporta que con el móvil a su cargo realizando la tabla 1, viaje 5, presenta un evento con las siguientes características: operador informa que va por la ruta en ese momento el conductor de un automovil lo cierra argumentando que lo habia colisionado cuadras atrás no reporta lesionados, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Rocio Dominguez de TMSA, reportado por TC Elsy Fonseca  de CE 
El tercero se retira sin esperar asistencia/en el punto se encuentra personal de interventoría de chaleco # GI307 quien evidencia la novedad zonal continua con el recorrido";0;0;0;5;No;WGH250;No;Orien-Occi
202033;1;11 - 12;08:00 - 11:59;8;3;3;1;6;[859] 786_CE;[3486] 786_HABITUAL_22.10.18;589726;511394;"Operador reporta que con el móvil a su cargo realizando la tabla 23, viaje 2, presenta un evento con las siguientes características: Tenemos carros estacionados en el carril derecho me dispongo a sobre pasar los carros y de la nada aparece un bici taxi y se estrella de frente con el zonal, no tenemos lesionados,Se genera causal 104 para concesion   Reportado a TS Ivan escobar de TMSA, reportado por TC Carol Artunduaga de CE 
";0;0;0;5;Sí;WGG396;No;Norte-Sur
202046;1;13 - 14;12:00 - 15:59;2;3;3;1;6;[771] T14-7;[3194] T14-7_HABITUAL_15.05.18;602372;506987;"Operador reporta que con el móvil a su cargo realizando la tabla 2, viaje 7, presenta un evento con las siguientes características: operador informa que va por la ruta en ese momento pasa un camión  le rompe el espejo retrovisor izquierdo al zonal y se da a la fuga no presenta lesionados como testigo esta una usuaria con los siguientes datos :Angie Diaz 1026572444 cel 3124549550 el móvil va desalimentando ya que va lleno, generando solo daños materiales  Reportado a TS Iván Descobar de TMSA, reportado por TC Elsy Fonseca  de CE 
";0;0;0;5;No;WGH243;No;Orien-Occi
202081;1;19 - 20;16:00 - 19:59;2;3;3;1;6;[744] T13;[3070] T13_VUELTA HAB_29.01.18;605362;515338;"Operador reporta que con el móvil a su cargo realizando la tabla 18, viaje 6, presenta un evento con las siguientes características: reporta que en el trascurso del recorrido vehiculo particular de placas HBL506 Se pasa señal de ´pare y zonal lo colisiona levemente ,tercero se da a la fuga zonal continua ,    Reportado a TS Willian Varela de TMSA, reportado por TC Juan Alonso de CE 
";0;0;0;5;No;WDE206;No;Norte-Sur
202082;1;19 - 20;16:00 - 19:59;2;3;3;1;6;[744] T13;[3070] T13_VUELTA HAB_29.01.18;604696;514461;"Operador reporta que con el móvil a su cargo realizando la tabla 19, viaje 6, presenta un evento con las siguientes características: reporta que en el trascurso del recorrido vehiculo particular de placas ZYW183 sale de improviso y con la parte trasera del zonal se dobla el espejo, generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Jimmy Rodriguez de TMSA, reportado por TC Juan Alonso de CE 
Tercero se retira asumiendo responsabilidad ,zonal se desplaza al centro de operacion ";0;0;0;5;No;WLT574;No;Norte-Sur
202124;2;7 - 8;04:00 - 07:59;3;3;3;1;6;[859] 786_CE;[3486] 786_HABITUAL_22.10.18;599581;504876;"Operador reporta que con el móvil a su cargo realizando la tabla 10, viaje 1, frena brusco para no atropellar un motociclista que se paso el semaforo en rojo, y colisiona el taxi por la parte trasera , generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Rocio Dominguez de TMSA, reportado por TC Juan David Rojas de CE 
";0;0;0;5;Sí;WGG395;No;Norte-Sur
203170;10;12 - 13;12:00 - 15:59;4;1;3;5;1;[737] R634;[3415] VUELTA V.5;607216;518897;Tabla 25 / Viaje 2 El operador reporta que por evitar atropellar a un habitante de la calle, frena sucediendo que una usuaria se golpe en el pie izquierdo, generando fuertes dolores y una bus lo colisione por la parte de atrás  hace presencia policia de transito el zonal es enviado al patio de alamos, el informe e ipat quedan pendientes/ Reportado por el TCZ de ETIB - Cedeño Lorena/ Reportado al TS del Ente Gestor - Daniel Benavides;0;1;0;1;No;WLT617;No;NO APLICA
202129;2;8 - 9;08:00 - 11:59;2;3;3;1;6;[605] P7;[1549] P7_VUELTA;598789;507270;"Operador reporta que con el móvil a su cargo realizando la tabla 13, viaje 2, presenta un evento con las siguientes características: Zonal colisiona con grua de movilidad   No hay lesionados  Reportado a TS Rocio Dominguez de TMSA, reportado por TC Briggitte Buitrago de CE 
";0;0;0;5;No;WML143;No;Sur-Norte
202150;2;11 - 12;08:00 - 11:59;2;3;3;1;6;[406] 540_activa;[2640] IDA V3;600717;519580;Operador reporta que con el móvil a su cargo realizando la tabla 6, viaje 5, presenta un evento con las siguientes características: Informa que un particular, por esquivar otro particular no mide la distancia y  colisiona al zonal en el bomper trasero costado derecho, en el evento no hay lesionados, generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Laura Sánchez de TMSA, reportado por TC Bryan López de CE  Tercero a la Fuga, zonal contiua servicio ;0;0;0;5;No;SMY996;No;Occi-Orien
202184;2;14 - 15;12:00 - 15:59;2;3;3;1;6;[744] T13;[3070] T13_VUELTA HAB_29.01.18;601454;505144;Operador informa que realizando tabla 20 en el viaje 5/ presenta novedad con las siguientes caracteristicas/ informa que transitando por via principal tercero, hace caso omiso a señal de pare / colisionando el zonal / el suceso nose presentan lesionados sobre las 16:40 se cierra la novedad cada quien asume sus daños tercero se dirige a cabecera a retoma de servicio conducido por el operador Reportado a Ivan Escobar Tmsa;0;0;0;5;No;WDD989;No;Occi-Orien
203177;10;13 - 14;12:00 - 15:59;11;2;1;1;6;[129] C15-4;[3311] 15-4_est1mayo_habitual;601065;505271;"Operador reporta que con el móvil a su cargo realizando la tabla 3 viaje 18, presenta un evento con las siguientes características: informa que al ir realizando servicio un ciclista no mide su distancia y se golpea contra el zonal, al punto se envía asistencia de recomoto y abogado del concesionario  Reportado a TS ALEXANDER  MONTES BOHADA de TMSA, reportado por TC carlos gonzalez  de CE 
Se firma desestimiento y zonal se dirige a patio ";1;0;0;3;No;WEW616;No;NO APLICA
202257;2;23 - 0;20:00 - 23:59;5;3;3;1;6;[851] 139_CE;[3458] HABITUAL_10.18;590815;508538;"Operador reporta que con el móvil a su cargo realizando la tabla 35, viaje 4, presenta un evento con las siguientes características: El zonal se desplaza por el carril  derecho, colisiona levemente contra el alimentador no se presentan lesionados, generando solo daños materiales, al punto se envía asistencia de recomoto Fabio Mora y/o abogado del concesionario  Reportado a TS Humberto Sanchez de TMSA, reportado por TC Wilson Acosta de CE 
Se genera conciliacion a favor del tercero, el operador de Consorcio Express asume la responsabilidad, el zonal se desplaza a centro de operaciones";0;0;0;5;Sí;WML170;No;Norte-Sur
202289;3;10 - 11;08:00 - 11:59;2;3;3;1;6;[744] T13;[3070] T13_VUELTA HAB_29.01.18;601564;523712;Operador reporta que con el móvil a su cargo realizando la tabla 8, viaje 4, presenta un evento con las siguientes características: el móvil se desplazaba por el carril derecho y al sobrepasar un carro que está estacionado no mide bien la distancia y colisiona con otro particular por el costado izquierdo/ no se presenta lesionados, generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Quien informa que se llega a un acuerdo monetario/ siendo las 12:40 el operador se desplaza con el móvil para cabecera/ Reportado a TS Carlos Ordoñez de TMSA, reportado por TC Diana Delgado de CE ;0;0;0;5;Sí;WLT604;No;Occi-Orien
202298;3;12 - 13;12:00 - 15:59;3;3;3;1;6;[851] 139_CE;[3458] HABITUAL_10.18;600834;503846;"Operador reporta que con el móvil a su cargo realizando la tabla 2, viaje 3, presenta un evento con las siguientes características:informa que un  taxi de  transitaba por su carril , zonal bajaba en el otro sentido y el conductor del taxi  deja rodar el vehiculo y colisiona con el zonal ,no se presentan lesionados ,  generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Aura Agudelo  de TMSA, reportado por TC Yamile Romero  de CE 
";0;0;0;5;No;WDD991;No;Orien-Occi
202343;3;18 - 19;16:00 - 19:59;11;3;3;1;6;[744] T13;[3069] T13_IDA HABITUAL_29.01.18;602503;523222;Tabla 1/ Viaje 7/ Operador reporta que ciclista se atraviesa y colisiona contra el zonal, aqueja dolor en una rodilla, Operador informa que tercero se retira del punto sin suministrar datos, ni recibir asistencia, se le indica al operador tomar datos de testigos ya que no le firmaron ningún documento de desistimiento, ni hubo presencia de policía/ zonal retoma servicio/ Asistencia recomoto al punto/ Reportado por TCZ NINI YOHANNA MARTINEZ de Consorcio Express a TS GABRIEL RODRÍGUEZ TMSA ;0;0;0;5;No;WDE200;No;Orien-Occi
202391;4;13 - 14;12:00 - 15:59;2;3;3;1;6;[744] T13;[3072] T13_VUELTA FES_29.01.18;602505;508922;"Operador reporta que con el móvil a su cargo realizando la tabla 2, viaje 4, presenta un evento con las siguientes características: que en el trascurso del recorrido ,vehiculo particular pasa a alta velocidad y le dobla el espejo izquierdo tercero se da a la fuga zonal continua recorrido Tomando de testigos a  RAFAEL LOPEZ cel :3107035253 y  TULIO JIMENEZ 3133537793 , generando solo daños materiales,   Reportado a TS Francisco Becerra de TMSA, reportado por TC juan Alonso de CE 
zonal termina recorrido y se desplaza a centro de operacion";0;0;0;5;No;WHS676;No;Norte-Sur
202447;5;10 - 11;08:00 - 11:59;2;3;3;1;6;[238] 111;[2734] IDA V.6;601332;504828;"Operador reporta que con el móvil a su cargo realizando la tabla 14, viaje 3, presenta un evento con las siguientes características: El operador informa que un camion por esquivar unos taxis que estan estacionados lo colisiona/ este se da a la fuga  y el zonal continua,No se presentan lesionados/ generando solo daños materiales  Reportado a TS yunis anaya de TMSA, reportado por TC Lorena Monzon  de CE 
";0;0;0;5;No;VET847;No;NO APLICA
202455;5;13 - 14;12:00 - 15:59;2;3;3;1;6;[851] 139_CE;[3458] HABITUAL_10.18;601409;505118;"Operador reporta que con el móvil a su cargo realizando la tabla 16, viaje 2, presenta un evento con las siguientes características: que un particular, colisiona contra el zonal por la parte de atrás, no hay lesionados , generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Francisco Becerra de TMSA, reportado por TC Olga Ruiz de CE 
el tercero entrega el dinero y se retira del punto ";0;0;0;5;No;WEW602;No;NO APLICA
202552;6;10 - 11;08:00 - 11:59;2;3;3;1;6;[483] 148;[2931] 148_REF VUELTA_09.10.17;592411;510957;Operador reporta que con el móvil a su cargo realizando la tabla 34, viaje 2, presenta un evento con las siguientes características: pasa un vehículo tipo furgón por el costado derecho y realiza una maniobra de cierre sobre el zonal generando la rotura del espejo lado derecho el tercero se da a la fuga, el zonal realiza el transbordo y se dirige para patio, generando solo daños materiales,  Reportado a TS Ivan Escobar de TMSA, reportado por TC Giovanny Gonzalez de CE ;0;0;0;5;No;WDE384;No;Occi-Orien
202549;6;10 - 11;08:00 - 11:59;2;3;3;1;6;[406] 540_activa;[2325] VUELTA V2;597044;514080;"Operador reporta que con el móvil a su cargo realizando la tabla 12, viaje 4, presenta un evento con las siguientes características: un  camión   le rompe el espejo cuando se dispone a salir del paradero,""versión del operador: estaba saliendo del paradero  ya con la mitad del bus  en el carril izquierdo y  un camión no para  para ceder el paso y se lleva   el espejo retrovisor"" ,sin lesionados  , , generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS   de TMSA, reportado por TC Juan Carlos  Chuscal  de CE Tercero se retira del punto, zonal se retira a patio  conciliacion cada parte asume  sus propios daños ";0;0;0;5;No;WGH256;No;Sur-Norte
202574;6;13 - 14;12:00 - 15:59;2;3;3;1;6;[859] 786_CE;[3486] 786_HABITUAL_22.10.18;593784;511959;"Operador reporta que con el móvil a su cargo realizando la tabla 20, viaje 0, presenta un evento con las siguientes características: operador informa que iba hacia el patio ya que lo acababa de asistir carro taller en ese momento lo colisiona un  particular de placas DBV 582 no reporta lesionados, generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Rocio Dominguez  de TMSA, reportado por TC Elsy Fonseca de CE 
";0;0;0;5;No;VEW927;No;Sur-Norte
202575;6;13 - 14;12:00 - 15:59;4;3;3;1;6;[744] T13;[3070] T13_VUELTA HAB_29.01.18;605193;515175;Operador informa que realizando tabla 17 en el viaje 4/ presenta novedad con las siguientes caracteristicas/ informa que vehiculo de servicio publico colectivo/  le invade el carril y con parte trasera rompe el retrovisor izquierdo del zonal/ sobre las 13:31 se cierra novedad tercero asume responsabilidad/ operador se retira conduciendo el movil a patio del concesioanrio informado a Rocio Dominguez Tmsa;0;0;0;5;No;WDD997;No;Norte-Sur
202603;6;16 - 17;16:00 - 19:59;9;3;3;1;6;[851] 139_CE;[3458] HABITUAL_10.18;593771;510347;"Operador reporta que con el móvil a su cargo realizando la tabla 4, viaje 3, presenta un evento con las siguientes características: el operador informa que el realizar parada  se le pasa una moto  por el costado derecho se cae  el  motociclita   no se presentan lesionados, generando solo daños materiales  El tercero se retira del punto y el  zonal continua en servicio  Reportado a TS Rocio Dominguez de TMSA, reportado por TC Luz Elena Arias de CE 
";0;0;0;5;No;WDE401;No;Occi-Orien
202624;6;19 - 20;16:00 - 19:59;13;3;3;1;6;[859] 786_CE;[3486] 786_HABITUAL_22.10.18;591205;511068;"Operador reporta que con el móvil a su cargo realizando la tabla 17, viaje 4, presenta un evento con las siguientes características: operador reporta que un motociclista estaba culebriando entre los carros y colisiona a un particular y al zonal cuando estaba pasando por entre los 2 carros, no hay lesionados en el punto, generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Daniel Benavidez de TMSA, reportado por TC Fabian Hernandez de CE 
";0;0;0;5;Sí;WDE366;No;Occi-Orien
202639;6;21 - 22;20:00 - 23:59;6;3;3;1;6;[851] 139_CE;[3458] HABITUAL_10.18;600505;505780;"Operador reporta que con el móvil a su cargo realizando la tabla 33, viaje 4, presenta un evento con las siguientes características: el operador informa que el compañero  del movil de etib  le invade el carril causando  colaccion  la parte derecha  del movil de consorcio  , generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS daniel benavides  de TMSA, reportado por TC luz helena arias   de CE 
";0;0;0;5;No;WGG496;No;Orien-Occi
202815;7;21 - 22;20:00 - 23:59;4;3;3;1;6;[483] 148;[2931] 148_REF VUELTA_09.10.17;592531;512083;Operador reporta que con el móvil a su cargo realizando la tabla 30, viaje 6, presenta un evento con las siguientes características: operador reporta que durante el recorrido un bus de servicio tradicional lo colisiona en la parte trasera lado izquierdo y se da a la fuga , generando solo daños materiales, movil continua en servicio  Reportado a TS DANIEL BENAVIDES de TMSA, reportado por TC GERALDIEN QUIMBAYO de CE ;0;0;0;5;No;WGG577;No;Norte-Sur
202829;8;5 - 6;04:00 - 07:59;2;3;3;1;6;[605] P7;[3487] P7_IDA_V2;601355;503112;Operador reporta que con el móvil a su cargo realizando la tabla 18, viaje 1, presenta un evento con las siguientes características: Va por el carril derecho y un furgón pasa y le rompe el espejo retrovisor izquierdo, generando solo daños materiales  Reportado a TS Iván escobar de TMSA, reportado por TC Carol Artunduaga de CE ;0;0;0;5;Sí;WDE208;No;Occi-Orien
202877;8;12 - 13;12:00 - 15:59;2;3;3;1;6;[851] 139_CE;[3458] HABITUAL_10.18;600284;505959;Operador reporta que con el móvil a su cargo realizando la tabla 35, viaje 2, presenta un evento con las siguientes características: operador informa  que  al momento de ingresar al paradero con el faldón de la  parte de atrás le toca  el espejo izquierdo al particular  que se encontraba mal  estacionado,  generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Conciliación/ el tercero se retira del  punto sin suministro de datos, el  zonal continua  realizando  servicio  Reportado a TS Roció Domínguez de TMSA, reportado por TC Rosa Santiago de CE ;0;0;0;5;No;VES038;No;Occi-Orien
202922;8;17 - 18;16:00 - 19:59;4;3;3;1;6;[744] T13;[3069] T13_IDA HABITUAL_29.01.18;605736;515737;Tabla 22/ Viaje 5/ Operador reporta que bus provisional lo colisiona por el costado izquierdo y le rompe el espejo y se da a la fuga/ en el evento no se presentan lesionados/ Operador desalimenta e informa para desplazarse a patio/ Reportado por TCZ NINI YOHANNA MARTINEZ de Consorcio Express a TS CARLOS ADRIANO SÁNCHEZ V  TMSA ;0;0;0;5;No;WLT576;No;Sur-Norte
203005;9;8 - 9;08:00 - 11:59;9;3;3;1;6;[238] 111;[2745] VUELTA 04042017;598012;512502;"Operador reporta que con el móvil a su cargo realizando la tabla 41, viaje 2, presenta un evento con las siguientes características: Informa que un motociclista no mantiene distancia de seguridad y colisiona al zonal en la parte trasera y se da a la fuga, en el evento no hay lesionados, zonal continua servicio, generando solo daños materiales   Reportado a TS Juan Carlos Sánchez de TMSA, reportado por TC Bryan López de CE 
";0;0;0;5;No;WGG588;No;Orien-Occi
203025;9;9 - 10;08:00 - 11:59;2;3;3;1;6;[851] 139_CE;[3458] HABITUAL_10.18;593720;510339;Operador reporta que con el móvil a su cargo realizando la tabla 35, viaje 1, presenta un evento con las siguientes características: vehículo particular realiza cambio de carril del derecho al central y colisionan el zonal en la parte delantera derecha, generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  el tercero se da a la fuga el zonal continua con su viaje normal  Reportado a TS Rocio Domingez de TMSA, reportado por TC Giovanny Gonzalez de CE ;0;0;0;5;No;WDE389;No;Occi-Orien
203031;9;10 - 11;08:00 - 11:59;2;3;3;1;6;[859] 786_CE;[3486] 786_HABITUAL_22.10.18;597461;508848;"Operador reporta que con el móvil a su cargo realizando la tabla 26, viaje 2, presenta un evento con las siguientes características: Un particular  lo adelanta por la derecha invadiendo carril en la glorieta y colisiona en bomper costado derecho, tercero se da a la fuga, movil continua en recorrido, generando solo daños materiales  Reportado a TS Rocio Dominguez de TMSA, reportado por TC Jeimy Gonzalez de CE 
";0;0;0;5;No;SMY862;No;Orien-Occi
203060;9;15 - 16;12:00 - 15:59;2;3;3;1;6;[859] 786_CE;[3486] 786_HABITUAL_22.10.18;597282;508930;Operador reporta que con el móvil a su cargo realizando la tabla 2, viaje 4, presenta un evento con las siguientes características: no mide bien la distancia y colisiona un vehiculo particular, se realiza el transbordo de usuarios y se envía asistencia al punto, generando solo daños materiales, al punto se envía asistencia de recomoto   Jhohan Ramírez, quien informa  que transito da responsabilidad compartida el tercero se retira del punto , el zonal se envía para la cabecera a retomar servicio  Reportado a TS Iban Escobar   de TMSA, reportado por TC Diana Marcela Fernández  de CE   ;0;0;0;5;No;WDE369;No;Sur-Norte
203168;10;12 - 13;12:00 - 15:59;2;3;3;1;6;[44] 228;[3195] 228_IDA_20180515_H;598939;517423;"Operador reporta que con el móvil a su cargo realizando la tabla 12, viaje 3, presenta un evento con las siguientes características: informa que al ir realizando servicio un particular asume que lo habia colisionado y cierra el movil sin darle paso , minutos despues el tercero se va del punto sin dejar dato alguno ,el movil continua con su recorrido  generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS samir sechague  de TMSA, reportado por TC carlos gonzalez  de CE 
";0;0;0;5;No;WGH331;No;Orien-Occi
203217;10;19 - 20;16:00 - 19:59;2;3;3;1;6;[605] P7;[3487] P7_IDA_V2;601285;503210;"Operador reporta que con el móvil a su cargo realizando la tabla 8, viaje 7, presenta un evento con las siguientes características: Un vehiculo tipo furgon no conserva la distancia de seguridad mientras pasaba el zonal por una via de doble sentido y le colisiona al zonal la parte delantera izquierda para luego emprender huida, como se desplazaba en sentido contrario al furgon el operador no logro identificar las placas del tercero, el zonal no logra continuar prestando servicio y se desplaza a patio, no se presentan lesionados por el suceso  Reportado a TS Nicolay Novoa de TMSA, reportado por TC  Jhon Sanchez de CE 
";0;0;0;5;No;TEO462;No;Orien-Occi
203258;11;8 - 9;08:00 - 11:59;2;3;3;1;6;[720] RUTA P23_SOLO_CE;[2844] P23  100717;601765;505263;"Operador reporta que con el móvil a su cargo realizando la tabla 4, viaje 2, presenta un evento con las siguientes características: operador  informa  que  colsiona contra  particular estacionado  ya  que  el espacio es muy reducido  y no se midio  al momento de pasar/ no se presentan lesionados se envia  recomoto, generando solo daños materiales, al punto se envía asistencia de recomoto y/o abogado del concesionario Conclusion/ el tercero se dio a la fuga, no informa datos/ el  zonal continua  en ruta  Reportado a TS FELIX VEGA de TMSA, reportado por TC Rosa Santiago de CE 
";0;0;0;5;No;TMSA10;No;Occi-Orien
203286;11;17 - 18;16:00 - 19:59;3;3;3;1;6;[859] 786_CE;[3486] 786_HABITUAL_22.10.18;597500;508839;Operador reporta que con el móvil a su cargo realizando la tabla 8, viaje 4, presenta un evento con las siguientes características: Operador informa que en recorrido taxi colisiona por la parte trasera al zonal en el bomper no hay heridos, movil no presenta daños continua recorrido  Reportado a TS Carlos Santamaria de TMSA, reportado por TC Edisson Villada de CE ;0;0;0;5;No;WDE415;No;Orien-Occi
203355;12;21 - 22;20:00 - 23:59;5;3;3;1;6;[851] 139_CE;[3458] HABITUAL_10.18;600588;500561;Operador informa que realizando tabla 15 en el viaje 5 presenta novedad con las siguientes caracteristicas/ reporta que vehiculo alimentador invade carril del zonal y lo colisiona/ en el suceso no se presentan lesionados/ ;0;0;0;5;No;TUP302;No;NO APLICA
203374;13;7 - 8;04:00 - 07:59;6;3;3;1;6;[483] 148;[1554] IDA_SC-ENG;594743;513427;Operador reporta que con el móvil a su cargo realizando la tabla 15, viaje 1, presenta un evento con las siguientes características: se desplazaba por el carril izquierdo y un zonal de Masivo Capital al tratar de hacer cambio de carril lo colisiona en la parte delantera parte derecha y se da la fuga, generando solo daños materiales,  Reportado a TS óscar Quijano de TMSA, reportado por TC Martha garzón de CE ;0;0;0;5;No;VEZ014;No;Sur-Norte
203241;10;23 - 0;20:00 - 23:59;13;2;3;2;9;[78] 330_;[2492] 330_S-N_V6_;598075;499023;"Operador reporta que con el móvil a su cargo realizando la tabla 38 viaje 7, presenta un evento con las siguientes características: Iba en recorrido y un motociclista colisiono con un taxi y por efecto rebote el motociclista se golpea con el costado trasero derecho del zonal resulta herido , donde se presenta(n) lesionado(s), al punto se envía asistencia de recomoto y abogado del concesionario  Reportado a TS Jorge Garcia  de TMSA, reportado por TC Diana Lopez de CE 
    Se firma desistimiento de lesiones por parte de los dos, acompañante y conductor de la moto y llegan a un acuerdo monetario entre el taxista y el motero, retirándose del punto el movil se desplazándose  para el patio ";0;0;0;2;No;WML161;No;Sur-Norte
203384;13;8 - 9;08:00 - 11:59;2;3;3;1;6;[771] T14-7;[3194] T14-7_HABITUAL_15.05.18;602283;506685;"Operador reporta que con el móvil a su cargo realizando la tabla 2, viaje 3, presenta un evento con las siguientes características: informa que durante el recorrido un vehiculo particular  que estaba estacionado se rueda colisionando contra el zonal no hay lessionados , generando solo daños materiales, zonal es diriguido para el patio  Reportado a TS OSCAR  QUIJANO  de TMSA, reportado por TC GERALDINE QUIMBAYO de CE 
";0;0;0;5;Sí;WGH243;No;Sur-Norte
203403;13;9 - 10;08:00 - 11:59;2;3;3;1;6;[238] 111;[2734] IDA V.6;599657;509508;Operador reporta que con el móvil a su cargo realizando la tabla 20, viaje 3, presenta un evento con las siguientes características: Informa que un particular no respeta la señalización de transito saliendo de una cuadra, no se percata de que el zonal transitaba y lo colisiona en el bomper delantero, en el evento no hay lesionados, tercero se da a la fuga, zonal continua servicio  Reportado a TS  Humberto  Sánchez de TMSA, reportado por TC Bryan López de CE ;0;0;0;5;No;WGG588;No;Occi-Orien
203437;13;14 - 15;12:00 - 15:59;3;3;3;1;6;[483] 148;[2930] 148_REF IDA_09.10.17;592093;511496;"Operador reporta que con el móvil a su cargo realizando la tabla 34, viaje 3, presenta un evento con las siguientes características: Un taxi cuadras atrás lo venia cerrando, llegando a la interseccion de la Av  Americas, el taxi me cierra por la parte izquierda y lo colisiono, generando solo daños materiales, al punto se envía asistencia de recomoto, Se realiza una conciliación de mutuo acuerdo dónde cada quien se retira con sus daños  Reportado a TS Laura Sanchéz de TMSA, reportado por TC Sebastian Vivas de CE 
";0;0;0;5;No;WDE416;No;Orien-Occi
203251;11;6 - 7;04:00 - 07:59;2;2;3;6;4;[102] 142;[3400] 142-H-20180924;598903;518699;"Operador reporta que con el móvil a su cargo realizando la tabla 4 viaje 1, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido por el Carril,  cuando según versión del Operador: Llego a la intersección bajo la velocidad, acciono la bocina para avisar de que estoy saliendo de la cuadra inicio la marcha cuando de repente un vehículo particular pasa a alta velocidad omite la señal de pare,el acciona la bocina pero ya es tarde y me  impacta y me hace subir al anden  Como consecuencia del tercero,  se genera una Colisión contra Vehículo Particular  Si se presenta una persona lesionada 
(Conductor del carro particular) Si se generan daños materiales en el zonal y el tercero  Si hace presencia policía de transito  El zonal se desplaza hacia patio zonal de Gmovil, le envían que se desplace por sus propio medio con precaución  Se informa al Técnico de Supervisión de Transmilenio S A  Yunis Anaya por El Regulador de Control de Gmovil SAS JHON SEBASTIAN VARGAS PITA  Observaciones: Al punto llega recomoto de la empresa  Llega Ambulancia valora al afectado el cual desiste de ser trasladado  Se concilia en el punto a favor de Gmovil       
";1;0;0;3;Sí;WPM260;No;Occi-Orien
